customer_id	campaign_outcome
r64489207015569628	Not Interested
h226475108748877304	Neuron electric scooter
h743722881672746805	Not Interested
648253337902635569	Neuron electric scooter
2457278419408902100	Not Interested
k323654084443991176	Not Interested
5832357842855557929	Neuron electric scooter
q746478008538565850	Neuron electric scooter
3097513050728445803	GoCar
h679538294661508255	Neuron electric scooter
4040462736264004214	Neuron electric scooter
r674255911494590917	Neuron electric scooter
r256926081332712356	Not Interested
2415634490946280907	Not Interested
3895773931946898685	Not Interested
5085163369201274338	Neuron electric scooter
6271222830527576767	Neuron electric scooter
4508083518786583069	Neuron electric scooter
4308388208714269633	Neuron electric scooter
7659186853439726944	Not Interested
3069745515917175513	Neuron electric scooter
z775877509447095221	Not Interested
k454902797056548501	Not Interested
5748216264389140311	Not Interested
h536548522754020011	Neuron electric scooter
u635751903580212516	Not Interested
1168642498381962403	Not Interested
k48299059864997190	Not Interested
2562152300650094211	Not Interested
7614723302703595340	Not Interested
q729706800516563024	Not Interested
1485543481173854060	Not Interested
r001050691476945235	Neuron electric scooter
4771741698095110843	Not Interested
h775810059465269826	Not Interested
2166130833805684530	Not Interested
q017115833915783801	Neuron electric scooter
u22015298451915848	Neuron electric scooter
r6713956698624564	Not Interested
5213520215692457474	Neuron electric scooter
6687756443653154728	Not Interested
l062035403687442407	Not Interested
r318342563823271138	Neuron electric scooter
l951581352827305860	Neuron electric scooter
r406334162827111698	Neuron electric scooter
k981746502307229293	Not Interested
u525626004262164583	Not Interested
z778280694923530696	Not Interested
1667891931037947556	Not Interested
q25309375994251002	Not Interested
5243230209204918226	Not Interested
l386206079359019820	Not Interested
1886461552969427232	Not Interested
1686426960139096381	Not Interested
5635099076712641158	Not Interested
r84616270385097877	Not Interested
z608008163240524924	Neuron electric scooter
z99671153503406487	Not Interested
q586569692556267457	Not Interested
4016871368412224636	Not Interested
3428917206929982893	Neuron electric scooter
223680558784149591	Not Interested
h536953152043063577	Not Interested
9093675423566319734	Not Interested
6594913381459588205	Not Interested
z886678950463016916	Neuron electric scooter
3079317263947329819	Not Interested
9107168334495638092	Not Interested
h636741828612221864	Neuron electric scooter
5505111879212354593	Not Interested
8590308873947293823	Not Interested
2435041035286339580	Not Interested
u101897048445776489	Not Interested
m929444661407224442	Not Interested
4018219532945560559	Not Interested
6027603851947220176	Neuron electric scooter
8670963549539689956	Not Interested
h336834583350278971	Not Interested
m780843122225926292	Not Interested
7418506773553733101	Neuron electric scooter
8095686888281730605	Not Interested
5408352859928996230	Not Interested
2080418044667463800	GoCar
1494143359262061688	Not Interested
r372512431321189790	Neuron electric scooter
612340649721635385	Neuron electric scooter
m200277145502142540	Neuron electric scooter
1633402196481801367	Not Interested
h02181069148689739	Not Interested
37230122760697863	Not Interested
q312611796570759782	Neuron electric scooter
r983382326173406084	Neuron electric scooter
k05573058630648607	Not Interested
3678602440013444049	Not Interested
h015525632618632969	Not Interested
2052931923855328980	Not Interested
d624466235233018	Not Interested
u913886169785128637	Neuron electric scooter
z733902993407987964	Not Interested
m305026880250842869	Neuron electric scooter
5721305620744334436	Neuron electric scooter
q186484533191567838	Neuron electric scooter
k069265640456703660	Not Interested
m770642420029880884	Not Interested
q238168799479374938	Not Interested
m932643852876747406	Not Interested
2973117036456354704	Neuron electric scooter
55838770308487388	Not Interested
6179950029100714043	Neuron electric scooter
d082159511303252196	Not Interested
r882534017475623509	Not Interested
h933529085416364221	Not Interested
m250346143084805348	Not Interested
h34184028182259012	Not Interested
5078234608408440675	Not Interested
5989416642040057572	Not Interested
6153533202536774416	Not Interested
2586445984395753916	Neuron electric scooter
1602836148242110600	Not Interested
m176981721746549815	Not Interested
k623927058746804744	Neuron electric scooter
3540513334060549592	Neuron electric scooter
l207776700499905004	Not Interested
878699639787542213	Not Interested
4283087628712228776	Not Interested
l852041166766217132	Not Interested
h492673406207207215	Neuron electric scooter
8065572548193183118	Not Interested
2889884029658759689	Not Interested
k277963826651299326	Not Interested
5754263884203710309	Not Interested
r936096672303839359	Neuron electric scooter
3374333607476799054	Not Interested
440171821956399404	Neuron electric scooter
h606687087283363924	Not Interested
8236181602603240814	Not Interested
h895836513150713196	Not Interested
u390595863060098714	Not Interested
5870000529936190310	Neuron electric scooter
r089770742001757454	Not Interested
3963821446759011875	Neuron electric scooter
5657889886539380531	Not Interested
3036935092781333488	Neuron electric scooter
l681925895852203656	Not Interested
2420030618596679400	Neuron electric scooter
7151612205141237638	Not Interested
r005635081286893589	Not Interested
r404820926997442865	Not Interested
2666848836150989494	Not Interested
h64987987642355697	Not Interested
1572582229838006557	Not Interested
6660469264963479347	Not Interested
3480494137414546981	Neuron electric scooter
2204632022046784945	Not Interested
d26833857734599372	Not Interested
r478497502455856596	Neuron electric scooter
m757733730913230638	Not Interested
z470578503430586818	Not Interested
1847519943035492977	Not Interested
3954859308828550208	Neuron electric scooter
1525174880261879113	Not Interested
728414030865148838	Not Interested
5215770054955248794	Not Interested
4579744413533936566	Not Interested
8632039643436482886	Not Interested
212731791299413897	Not Interested
z226884245695468697	Neuron electric scooter
u177083347585673691	Not Interested
r678804594424649713	Not Interested
m407585957976434813	Not Interested
7443401079990057039	Not Interested
4725718282102351385	Neuron electric scooter
2783674906283994749	Not Interested
q368070483670060798	Neuron electric scooter
k744831262423776615	Neuron electric scooter
8661216334092312941	Neuron electric scooter
1276126904455148957	Not Interested
l60301643747788285	Not Interested
6125519750223580341	Neuron electric scooter
r390251410148768006	Not Interested
6920057927352923740	Not Interested
9061840830443302942	GoCar
z260620822837417824	Neuron electric scooter
7966494408743066402	Not Interested
6340301135417178246	Neuron electric scooter
15489451423398	Not Interested
861769206772985127	Not Interested
2048730071639784003	Not Interested
l525301984812228464	Not Interested
2534047354841295447	Neuron electric scooter
4529429346216515763	Not Interested
h238386383799354485	Not Interested
1887052815423135359	Not Interested
r349721830611933047	Not Interested
r230620757617441756	Not Interested
m611822033999234536	Neuron electric scooter
1214430617856452789	Not Interested
3590425927426440323	GoCar
7585187771296244380	Neuron electric scooter
l701943386250178011	Not Interested
5067549846547744159	Neuron electric scooter
7740609660788658483	Not Interested
l522666438874113871	Neuron electric scooter
z646747919547824790	Not Interested
2276192072895414327	Not Interested
4178848925521645192	Not Interested
u673598590448113420	Not Interested
8417941274084801762	Not Interested
z402741426921821989	GoCar
h805416072676695451	GoCar
d214556243105436123	Not Interested
5928918336527533446	Not Interested
h245217012785832960	Not Interested
h877586815979518073	Neuron electric scooter
u915333741277706971	Not Interested
q14917594380327181	Neuron electric scooter
8660016495999006898	Neuron electric scooter
l469049396704612045	Not Interested
7501288837683546918	Not Interested
h340572718543665827	Neuron electric scooter
q471814395459187393	Not Interested
k890258015448124772	Not Interested
m027369833683811650	Not Interested
h384608822830077900	Neuron electric scooter
6429750604539893975	Not Interested
r565829882598222088	Neuron electric scooter
k239022275678572887	Neuron electric scooter
2529562138697743240	Not Interested
2765651522809853131	Not Interested
7376786098880424841	Not Interested
4576240639616139769	Not Interested
m08581622237444327	Not Interested
824338043236017779	Not Interested
643626073789989732	Not Interested
1406469686502290813	Not Interested
5536589452332071983	Neuron electric scooter
h172369962183072406	Neuron electric scooter
q715148138382858711	Neuron electric scooter
q27604082604021890	Neuron electric scooter
k748469493289873559	Neuron electric scooter
6184969845188062662	Neuron electric scooter
d53335179208680819	GoCar
m446532881265433214	Not Interested
l047624166250462048	Not Interested
z012554628768486336	Not Interested
d0601758791684874	Neuron electric scooter
z840635115575307007	Neuron electric scooter
d096987747633791990	Not Interested
h192228438731820139	GoCar
8860577987579635424	Neuron electric scooter
m706090492267071053	Not Interested
r155406916927885165	Not Interested
d003365573360342058	Not Interested
8034179548186483474	Not Interested
8291725516341688182	Not Interested
4118901821038996309	Neuron electric scooter
u046694949056750395	Not Interested
u505438991459865826	Not Interested
3328168739387684387	Neuron electric scooter
1304633161353535649	Neuron electric scooter
h480768021651518168	Not Interested
l445681506638358594	Not Interested
z748721966350150662	Not Interested
8315933841061394643	Not Interested
u363565493422332604	Not Interested
u261213315304353802	Not Interested
u687457593699431419	Not Interested
m536604021866154907	Not Interested
h630611095121688593	Not Interested
2991902854163523621	Neuron electric scooter
z141112412728956205	GoCar
m965895007655613288	Not Interested
4162239151918492693	Not Interested
3712431079967581798	Not Interested
h080289258753892490	Neuron electric scooter
3246284476487646487	Not Interested
r498456204694513220	Neuron electric scooter
4915630176557365264	Not Interested
6599905749323252409	Not Interested
r075628384568551748	Not Interested
8059049515973145151	Neuron electric scooter
h178449789265715556	Not Interested
